Event	ID	Name			Wwise Object Path	Notes
	73382271	Play_AMB_2D_ROOMTONE_GENERAL_LOOP			\Default Work Unit\AMB\Play_AMB_2D_ROOMTONE_GENERAL_LOOP	
	325086926	Play_SFX_SELECT			\Default Work Unit\UI\Play_SFX_SELECT	
	412978243	Play_SFX_LEVER_LIGHT			\Default Work Unit\WORLD OBJECTS\LEVERS\Play_SFX_LEVER_LIGHT	
	921702379	Play_DEBUG			\Default Work Unit\Play_DEBUG	
	1088840730	Play_SFX_ALIEN_GRUNT_SPOTTED			\Default Work Unit\ALIEN 1\GRUNTS\Play_SFX_ALIEN_GRUNT_SPOTTED	
	1160267864	Play_SFX_MENU_MAIN_EXIT			\Default Work Unit\UI\Play_SFX_MENU_MAIN_EXIT	
	1306687759	Play_SFX_DOOR_LOCKED			\Default Work Unit\WORLD OBJECTS\DOORS\Play_SFX_DOOR_LOCKED	
	1450419186	Play_SFX_PANEL_IN			\Default Work Unit\UI\Play_SFX_PANEL_IN	
	1468578206	Play_SFX_BUTTON_ACTIVATED			\Default Work Unit\UI\Play_SFX_BUTTON_ACTIVATED	
	1484426712	Play_ALIEN_FS_RUN_SWITCH			\Default Work Unit\ALIEN 1\Play_ALIEN_FS_RUN_SWITCH	
	1484984344	Play_SFX_LEVER_TRAP			\Default Work Unit\WORLD OBJECTS\LEVERS\Play_SFX_LEVER_TRAP	
	1592706777	Play_SFX_KEYS_PICKUP			\Default Work Unit\WORLD OBJECTS\KEYS\Play_SFX_KEYS_PICKUP	
	1709427562	Play_SFX_MENBLACK_GRUNT_SPOTS_ALIEN			\Default Work Unit\MEN IN BLACK\GRUNTS\Play_SFX_MENBLACK_GRUNT_SPOTS_ALIEN	
	1710034899	Play_SFX_METAL_DRAWERS_OPEN			\Default Work Unit\WORLD OBJECTS\DRAWERS\Play_SFX_METAL_DRAWERS_OPEN	
	1745445364	Play_AMB_3D_INCUBATORS_LOOP			\Default Work Unit\AMB\Play_AMB_3D_INCUBATORS_LOOP	
	1780698603	Play_SFX_BACK			\Default Work Unit\UI\Play_SFX_BACK	
	2012969758	Play_SFX_KEYS_EMITTER_LOOP			\Default Work Unit\WORLD OBJECTS\KEYS\Play_SFX_KEYS_EMITTER_LOOP	
	2126514987	Play_SFX_DOOR_HANGAR_OPEN			\Default Work Unit\WORLD OBJECTS\DOORS\Play_SFX_DOOR_HANGAR_OPEN	
	2138504219	Play_SFX_ALIEN_GRUNT_CATCHED			\Default Work Unit\ALIEN 1\GRUNTS\Play_SFX_ALIEN_GRUNT_CATCHED	
	2383364376	Play_SFX_MENBLACK_FS_WALK_SWITCH			\Default Work Unit\MEN IN BLACK\Play_SFX_MENBLACK_FS_WALK_SWITCH	
	2548916635	Play_AMB_3D_HANGAR_DOOR_HUM_LOOP			\Default Work Unit\AMB\Play_AMB_3D_HANGAR_DOOR_HUM_LOOP	
	2739294108	Play_SFX_ALIEN_TELEPORTED			\Default Work Unit\ALIEN 1\Play_SFX_ALIEN_TELEPORTED	
	2750415231	Play_SFX_WOODEN_DRAWERS			\Default Work Unit\WORLD OBJECTS\DRAWERS\Play_SFX_WOODEN_DRAWERS	
	2800585656	Play_SFX_MENBLACK_GRUNT_CATCH_ALIEN			\Default Work Unit\MEN IN BLACK\GRUNTS\Play_SFX_MENBLACK_GRUNT_CATCH_ALIEN	
	3110399011	Play_AMB_3D_LEVERS_OFF_LOOP			\Default Work Unit\AMB\Play_AMB_3D_LEVERS_OFF_LOOP	
	3126765036	Play_BGM			\Default Work Unit\Play_BGM	
	3279092899	Play_SFX_ALIEN_GRUNT_VICTORY			\Default Work Unit\ALIEN 1\GRUNTS\Play_SFX_ALIEN_GRUNT_VICTORY	
	3301992102	Play_SFX_BUTTON_APPEAR			\Default Work Unit\UI\Play_SFX_BUTTON_APPEAR	
	3303699548	Play_SFX_MENBLACK_IS_CLOSE_LOOP			\Default Work Unit\MEN IN BLACK\Play_SFX_MENBLACK_IS_CLOSE_LOOP	
	3430759498	Play_SFX_MENU_MAIN_ENTER			\Default Work Unit\UI\Play_SFX_MENU_MAIN_ENTER	
	4110738637	Play_SFX_PANEL_OUT			\Default Work Unit\UI\Play_SFX_PANEL_OUT	
	4182414899	Play_ROOM_DOOR_ROOM_OPEN			\Default Work Unit\WORLD OBJECTS\DOORS\Play_ROOM_DOOR_ROOM_OPEN	
	4230093191	Play_SFX_HOVERS			\Default Work Unit\UI\Play_SFX_HOVERS	

Switch Group	ID	Name			Wwise Object Path	Notes
	1834394558	SURFACE			\Default Work Unit\SURFACE	

Switch	ID	Name	Switch Group			Notes
	712161697	RUG	SURFACE			
	2637588553	TILE	SURFACE			

State Group	ID	Name			Wwise Object Path	Notes
	2248712270	BGM_STATES			\Default Work Unit\BGM_STATES	

State	ID	Name	State Group			Notes
	93434497	STORYBOARD_START	BGM_STATES			
	748895195	None	BGM_STATES			
	1432716332	GAME_OVER	BGM_STATES			
	1966203490	STORYBOARD_END	BGM_STATES			
	2005704188	MAIN_MENU	BGM_STATES			
	2716678721	VICTORY	BGM_STATES			
	2782712965	LEVEL	BGM_STATES			
	3573931707	LOADING	BGM_STATES			
	4188752148	ALIEN_SPOTTED	BGM_STATES			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	822063367	Tone Generator	Wwise Tone Generator		\Actor-Mixer Hierarchy\Default Work Unit\DEBUG\Tone Generator	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	12460939	SFX_MENBLACK_FS_WALK_RUG_02	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_MENBLACK_FS_WALK_RUG_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\MEN IN BLACK\MENBLACK_FS_WALK_SWITCH\MENBLACK_FS_WALK_RUG\SFX_MENBLACK_FS_WALK_RUG_02		88296
	28333578	SFX_LEVER_TRAP_04	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_LEVER_TRAP_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\WORLD OBJECTS\LEVERS\SFX_LEVER_TRAP\SFX_LEVER_TRAP_04		264696
	33356790	SFX_MENBLACK_FS_WALK_RUG_05	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_MENBLACK_FS_WALK_RUG_05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\MEN IN BLACK\MENBLACK_FS_WALK_SWITCH\MENBLACK_FS_WALK_RUG\SFX_MENBLACK_FS_WALK_RUG_05		88296
	49463264	AMB_2D_ROOMTONE_GENERAL_LOOP	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\AMB_2D_ROOMTONE_GENERAL_LOOP_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\AMB_2D_ROOMTONE_GENERAL_LOOP		9084696
	60955474	SFX_DOOR_HANGAR_OPEN	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_DOOR_HANGAR_OPEN_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\WORLD OBJECTS\DOORS\SFX_DOOR_HANGAR_OPEN		352896
	69781813	SFX_MENBLACK_GRUNT_SPOTS_ALIEN_01	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_MENBLACK_GRUNT_SPOTS_ALIEN_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\MEN IN BLACK\MEN IN BLACK GRUNTS\SFX_MENBLACK_GRUNT_SPOTS_ALIEN\SFX_MENBLACK_GRUNT_SPOTS_ALIEN_01		88296
	74654798	SFX_LEVER_TRAP_02	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_LEVER_TRAP_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\WORLD OBJECTS\LEVERS\SFX_LEVER_TRAP\SFX_LEVER_TRAP_02		264696
	103083915	SFX_DOOR_ROOM_OPEN_01	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_DOOR_ROOM_OPEN_01_F1AD42D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\WORLD OBJECTS\DOORS\ROOM_DOOR_ROOM_OPEN\SFX_DOOR_ROOM_OPEN_01		176496
	111241175	SFX_UI_MENU_PANEL_IN_03	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_UI_MENU_PANEL_IN_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\PANEL IN\SFX_UI_MENU_PANEL_IN_03		288096
	125822146	SFX_ALIEN_GRUNT_VICTORY	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_ALIEN_GRUNT_VICTORY_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\ALIENS\GRUNT ALIEN\SFX_ALIEN_GRUNT_VICTORY		377352
	133087191	BGM_LOADING_INTRO	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\BGM_LOADING_INTRO_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\BGM\LOADING\BGM_LOADING_INTRO\BGM_LOADING_INTRO		1881696
	136054236	SFX_MENBLACK_FS_WALK_RUG_08	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_MENBLACK_FS_WALK_RUG_08_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\MEN IN BLACK\MENBLACK_FS_WALK_SWITCH\MENBLACK_FS_WALK_RUG\SFX_MENBLACK_FS_WALK_RUG_08		88296
	136745054	SFX_MENU_MAIN_SELECT_03	C:\Users\jgagn\Documents\GitHub\ConcoursUbisoft2026\Game_UE\get_us_off_earth_wwise\.cache\Windows\SFX\SFX_MENU_MAIN_SELECT_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\SELECT\SFX_MENU_MAIN_SELECT_03		192096
